Rank;Articles;PF;RM
248;https://api.istex.fr/document/1EDCE72F2B4507D768C3CF738EC039B4D7FC9F7D/fulltext/pdf;  ; 
249;https://api.istex.fr/document/23DBFF01E0E51B40A8D5D118FB5291D5DB156C5A/fulltext/pdf;  ; 
250;https://api.istex.fr/document/64B54E76DB230B21E0C306FF536BDC26D9481BE9/fulltext/pdf;  ; 
251;https://api.istex.fr/document/66387E197A69EE1293EB39EFC78BE0364458BD25/fulltext/pdf;  ; 
252;https://api.istex.fr/document/DB8161A5CA1B213D97BD5DF1681FA1662059B872/fulltext/pdf;  ; 
253;https://api.istex.fr/document/0A3F677752DA6F78945A0F205EAF2F6BF1B521F1/fulltext/pdf;  ; 
254;https://api.istex.fr/document/27CD0CE2BEFD030F8F672B07E71CE9FD38BA0C5B/fulltext/pdf;  ; 
255;https://api.istex.fr/document/B9773705657A980C1633C8AF7454F79772B72A74/fulltext/pdf;  ; 
256;https://api.istex.fr/document/A64B8F1110D10DBC6FDF27E78BF3FD867F691070/fulltext/pdf;  ; 
257;https://api.istex.fr/document/EE5AFF034F53D262BAB3BFB838AD300D54F2420D/fulltext/pdf;  ; 
258;https://api.istex.fr/document/AA0BCAE630F86A51871C7F0F726951F2FC651CE7/fulltext/pdf;  ; 
259;https://api.istex.fr/document/B179E97202D19E6F7C79EABB69EC9598B7C9E3D1/fulltext/pdf;  ; 
260;https://api.istex.fr/document/2789F7DAC078C94F53F95C9FCFDB4693A5E72A81/fulltext/pdf;  ; 
261;https://api.istex.fr/document/4DFE4BCB2E176506CC3E56E5307F4C0551AEE9DD/fulltext/pdf;  ; 
262;https://api.istex.fr/document/C0189AD1806DC1799EF8DFEEE452743243BA86D2/fulltext/pdf;  ; 
263;https://api.istex.fr/document/A71D4D8928867AF0B065254697109121966C1D83/fulltext/pdf;  ; 
264;https://api.istex.fr/document/04CE1094997D5CC51249643A393FF702D06439FC/fulltext/pdf;  ; 
265;https://api.istex.fr/document/2C363A379444B9B6910528238D73C73057020E4E/fulltext/pdf;  ; 
266;https://api.istex.fr/document/7296B4E18EAF7F02126CA3AC88AF6DB22E33B460/fulltext/pdf;  ; 
267;https://api.istex.fr/document/08D525A2595B129AAC4D5D88EE8CA0E34BEC1D8E/fulltext/pdf;  ; 
268;https://api.istex.fr/document/EC1D31E4BE6DA1013560DA56E070847D86A60EFE/fulltext/pdf;  ; 
269;https://api.istex.fr/document/4CD7CB3C7638AC10673F69B1483E44F424170209/fulltext/pdf;  ; 
270;https://api.istex.fr/document/9A4BBAB914898CB307491B5FC884718E19E67563/fulltext/pdf;  ; 
271;https://api.istex.fr/document/193860E295AA3D73E87A338708DFC82C1CC0AA9C/fulltext/pdf;  ; 
272;https://api.istex.fr/document/F15D619A2C3D29F9AC453D793736BE1D7EDF95A4/fulltext/pdf;  ; 
273;https://api.istex.fr/document/A90442B9F790AC974CC1D021989B185CDFFD4C50/fulltext/pdf;  ; 
274;https://api.istex.fr/document/74F506A520006F5343F7B675C6034F8870E1D6E0/fulltext/pdf;  ; 
275;https://api.istex.fr/document/E00F56E20B6B4D3E3BE6D0AE45AE3B1816F9D517/fulltext/pdf;  ; 
276;https://api.istex.fr/document/45A9FD61ECFE3D40E0E9C644A8BF3160517EF061/fulltext/pdf;  ; 
277;https://api.istex.fr/document/A08D644C85F72DF59E935C42C10DF328C1398C6A/fulltext/pdf;  ; 
278;https://api.istex.fr/document/22A6F2A14AF1268B05EE447062400C71C68C38E1/fulltext/pdf;  ; 
279;https://api.istex.fr/document/FEEC04C9CF9395CAC06A736A4CC84BCB7DC4C0A6/fulltext/pdf;  ; 
280;https://api.istex.fr/document/3E8698FB69B66A3C678E1E3583E0734BB49AF2C9/fulltext/pdf;  ; 
281;https://api.istex.fr/document/0A4F9B7E7FD0F21E1288D1EC0286F9F9BEFC8E9B/fulltext/pdf;  ; 
282;https://api.istex.fr/document/924D60BE398A91C5C7A33A7A53188D54A23C19A1/fulltext/pdf;  ; 
283;https://api.istex.fr/document/E4AB4EFAFEFF063F8837AB890832233CD1B6DF96/fulltext/pdf;  ; 
284;https://api.istex.fr/document/13E403EEB2DE4F2B5A95F1D5E372F092798DC72C/fulltext/pdf;  ; 
285;https://api.istex.fr/document/7E2DD964E031935416F789558772464132EC6619/fulltext/pdf;  ; 
286;https://api.istex.fr/document/228477749FDA357DD9F65A62AEE0881C0F7C85AC/fulltext/pdf;  ; 
287;https://api.istex.fr/document/695001072D0C82E74D819CD44A8ECE4DD000DAE9/fulltext/pdf;  ; 
288;https://api.istex.fr/document/ADB1D140688D48AC17D22F56FF4F4858A5FBE06D/fulltext/pdf;  ; 
289;https://api.istex.fr/document/41ED9CE2E46A902CC158E0805FB5F27039FCCF12/fulltext/pdf;  ; 
290;https://api.istex.fr/document/8788E576668A9F9F138E0977776C90939DC4539F/fulltext/pdf;  ; 
291;https://api.istex.fr/document/85109DD15ADE3827210E73FCB1DF550B11900315/fulltext/pdf;  ; 
292;https://api.istex.fr/document/2A359E1C6C849F4B0D5C6BEF87DBA86CAF577389/fulltext/pdf;  ; 
293;https://api.istex.fr/document/27A4CE215720285F1F5525FA0EAECF2622E7A790/fulltext/pdf;  ; 
294;https://api.istex.fr/document/A22D19A8D6B55465D79C6573E602DAE57FF0C88A/fulltext/pdf;  ; 
295;https://api.istex.fr/document/8D085ACAE5DD094EBF22EE358C38C5518A15E2F9/fulltext/pdf;  ; 
296;https://api.istex.fr/document/48327F0B2766C29665139C888797B8F2752E7375/fulltext/pdf;  ; 
297;https://api.istex.fr/document/FEB1A50F1CD5471DF218A493FAFF1986C3F15B06/fulltext/pdf;  ; 
298;https://api.istex.fr/document/F38F9DD1C474B0E5A011B894EBF78EAE5DEFC5C5/fulltext/pdf;  ; 
299;https://api.istex.fr/document/3C8DDC2B6AE3F5E2B64E21FF71E153B8C3AF276D/fulltext/pdf;  ; 
300;https://api.istex.fr/document/FA420C5F04A2D0A4C57975BCA011FF222C8CE295/fulltext/pdf;  ; 
301;https://api.istex.fr/document/7545647332EE5076BA244DE58DD2DDFD4100961A/fulltext/pdf;  ; 
302;https://api.istex.fr/document/14AA3CFF9C4CAF1BF6C530121AA58B4C15E3A29C/fulltext/pdf;  ; 
303;https://api.istex.fr/document/05EC6C270BBDAF1BF0557BBDFD92BD9287085469/fulltext/pdf;  ; 
304;https://api.istex.fr/document/FF976492B444A1DAD054B8336F24957475219B1D/fulltext/pdf;  ; 
305;https://api.istex.fr/document/1BDBBAA6E7D4D0698A3DCA9615241305FF3FF853/fulltext/pdf;  ; 
306;https://api.istex.fr/document/CCF27F932124DD101D8223B51236F4152E6FB900/fulltext/pdf;  ; 
307;https://api.istex.fr/document/651CDBCC3AA629EF29525FA323BB17F559C98CF3/fulltext/pdf;  ; 
308;https://api.istex.fr/document/4A6E087A3BEEAF54977C5CD69852D784D4862D8E/fulltext/pdf;  ; 
309;https://api.istex.fr/document/121BFC90C48E5AAFCBA776B4205B7F5872F718C1/fulltext/pdf;  ; 
310;https://api.istex.fr/document/5D25984A46FB02DB32DAED65B38EAC0E04652BE4/fulltext/pdf;  ; 
311;https://api.istex.fr/document/D4DA1849D150249BE156ADCC32D320821966EF16/fulltext/pdf;  ; 
312;https://api.istex.fr/document/A053ED8584421670F8EA7BA0431B25F734BDFFA8/fulltext/pdf;  ; 
313;https://api.istex.fr/document/08F0E069F37BD7035A397FDD2C32F3B4ACDDB635/fulltext/pdf;  ; 
314;https://api.istex.fr/document/88AD9C866BA26310164C97373607777C691691EC/fulltext/pdf;  ; 
315;https://api.istex.fr/document/ED0814E629271AD44F80318B9BB0F6499CBFE627/fulltext/pdf;  ; 
316;https://api.istex.fr/document/2FE836C2A06561616E569ED5E7894B932B134EA9/fulltext/pdf;  ; 
317;https://api.istex.fr/document/94FECFB4111971D2B06D80076A7269442A40FEEF/fulltext/pdf;  ; 
318;https://api.istex.fr/document/60FF7774D99D12E1C3D61DDCE4F50846A08330B1/fulltext/pdf;  ; 
319;https://api.istex.fr/document/BDC74AC643C1A80D9D40E8F1E3A16553E9AE4134/fulltext/pdf;  ; 
320;https://api.istex.fr/document/891A62E7975E181862451CE1ADA198846E09E909/fulltext/pdf;  ; 
321;https://api.istex.fr/document/2AEDECA2A5FE5C0408DB30605D6EE35DE30D7821/fulltext/pdf;  ; 
322;https://api.istex.fr/document/D146EA84B0E1C5221631C6C11B92E49FAAF9D6CA/fulltext/pdf;  ; 
323;https://api.istex.fr/document/AEB405A99A1BF5E3536893B50BAB73C98B165C4C/fulltext/pdf;  ; 
324;https://api.istex.fr/document/0F634A930EC4ED19229927CCA7A605E692B72B85/fulltext/pdf;  ; 
325;https://api.istex.fr/document/640422A8C4B678E774E12658442D6C2440DEB28A/fulltext/pdf;  ; 
326;https://api.istex.fr/document/2B484F4C56BC46237DD1E8DF510490E2032064F7/fulltext/pdf;  ; 
327;https://api.istex.fr/document/B2B30F2497CD87FAE506BD54E57A5A2159A0C03F/fulltext/pdf;  ; 
328;https://api.istex.fr/document/F0CA812FF1A46878F92B4C7A57C20C0CC9C193E7/fulltext/pdf;  ; 
329;https://api.istex.fr/document/574725DFF7A4D0E77C8820E8D7A94340CDC84DF5/fulltext/pdf;  ; 
330;https://api.istex.fr/document/3153CF0A20AF10E811CAB2BD2443FAF5FD9446B2/fulltext/pdf;  ; 
331;https://api.istex.fr/document/8E24543473E62EDF1447FFCB294C1BEFF0B51D6D/fulltext/pdf;  ; 
332;https://api.istex.fr/document/2BCE1FE37963FBBAA8279995B7DDD411E6FE3DB5/fulltext/pdf;  ; 
333;https://api.istex.fr/document/F80E41B2AD13A6263351D4E7EE204A2495D7D8D8/fulltext/pdf;  ; 
334;https://api.istex.fr/document/6B51DC62DA7A38D8559AAB1C8171F3688C41F08E/fulltext/pdf;  ; 
335;https://api.istex.fr/document/D82832A8DD291A3F6893A6D5B38F2EE0FE6EE19A/fulltext/pdf;  ; 
336;https://api.istex.fr/document/AEEBC581DCD51511C6C83DFE54B60C3DC78A0979/fulltext/pdf;  ; 
337;https://api.istex.fr/document/0660353F9FCABC70AA74EC08BCCFA217B425C786/fulltext/pdf;  ; 
338;https://api.istex.fr/document/04FC5254B1B8F6DBE0BBF65EF7D500DA6A679317/fulltext/pdf;  ; 
339;https://api.istex.fr/document/365F7C68BABDD5F143BBD5A7794DBA6625983874/fulltext/pdf;  ; 
340;https://api.istex.fr/document/8FACA3B820968C1211C0ADEEF491B0D1DB132DDB/fulltext/pdf;  ; 
341;https://api.istex.fr/document/3BBBB0377CC7F5787DE6DB499BA9EFB1543ED29A/fulltext/pdf;  ; 
342;https://api.istex.fr/document/D11C27E8A02A1083D6173D03DA7D1B5190D93A46/fulltext/pdf;  ; 
343;https://api.istex.fr/document/1C411BC5D49F01419374675E38201A8A3CA39798/fulltext/pdf;  ; 
344;https://api.istex.fr/document/D800341453D1761F545930667C2FBDC813A34515/fulltext/pdf;  ; 
345;https://api.istex.fr/document/E4F90894AD8ADE95E9AF93BB75D3447C80379EA1/fulltext/pdf;  ; 
346;https://api.istex.fr/document/936E1747F0BBD67CDDE250B851A7008B671C1823/fulltext/pdf;  ; 
347;https://api.istex.fr/document/68651E714577018EBC10D2188DCE5C493581B318/fulltext/pdf;  ; 
348;https://api.istex.fr/document/A80C5CA1FB3DDB9DCC09754989170EEA62610B4B/fulltext/pdf;  ; 
349;https://api.istex.fr/document/FD09422A2722650901F3A3992BF0C2E4AD142294/fulltext/pdf;  ; 
350;https://api.istex.fr/document/E91AF1ED943E6A7A5DBD0177B8619E5AAA59DE5E/fulltext/pdf;  ; 
351;https://api.istex.fr/document/A9CF3F759339468D30DA4FD39C00DDED4667FB2B/fulltext/pdf;  ; 
352;https://api.istex.fr/document/E21342FD0FFF4A20CE87C0765BCEBF8C0E604963/fulltext/pdf;  ; 
353;https://api.istex.fr/document/135CB4A44D263111D8D4B81CFCC0868118A0AA2D/fulltext/pdf;  ; 
354;https://api.istex.fr/document/388464F77428FEACBA65FE49759EE070A99A837B/fulltext/pdf;  ; 
355;https://api.istex.fr/document/664A110B0F7C131774FA5CFDC26613764A4D7837/fulltext/pdf;  ; 
356;https://api.istex.fr/document/3236136F9D44F502F9062124809A445F816C45DD/fulltext/pdf;  ; 
357;https://api.istex.fr/document/A709E39BC229B12FB8E4DF8EC19D9132B522496C/fulltext/pdf;  ; 
358;https://api.istex.fr/document/865A7FD7E784E66987D2B5149D334149D08EB3A8/fulltext/pdf;  ; 
359;https://api.istex.fr/document/ACCC1095F62186F6C49367CFE961B12B6AC2753B/fulltext/pdf;  ; 
360;https://api.istex.fr/document/0DB81C9745AF5590F6AE75C4DE38961153D3C4CC/fulltext/pdf;  ; 
361;https://api.istex.fr/document/FFEF961A5712496213FE5E8D80D31FD9A7EC893F/fulltext/pdf;  ; 
362;https://api.istex.fr/document/76A212CB8446C76CD00C7D3FB217B8A3FEF1830C/fulltext/pdf;  ; 
363;https://api.istex.fr/document/F0341537578073445503AA20BE7EBFD9D244E59C/fulltext/pdf;  ; 
364;https://api.istex.fr/document/0300F2A6E1FDAFC8178554E3163C4B13BA35487F/fulltext/pdf;  ; 
365;https://api.istex.fr/document/F29D44E96D530EF74AF3B7ADB57DC69B74772017/fulltext/pdf;  ; 
366;https://api.istex.fr/document/5C11C410C557C7ABB47D9D120DCFA841C80A20C2/fulltext/pdf;  ; 
367;https://api.istex.fr/document/94C7A8712E4E084ECA31EC087B49954794209A50/fulltext/pdf;  ; 
368;https://api.istex.fr/document/191E808D32558D31CD0D81C52998100AEF587FC6/fulltext/pdf;  ; 
369;https://api.istex.fr/document/0439ADF1A945F162D5F7D2A31D84C2279AF84404/fulltext/pdf;  ; 
370;https://api.istex.fr/document/710F2CACEA76E9916D904878EA7A59579136206C/fulltext/pdf;  ; 
371;https://api.istex.fr/document/960BD068CDBB6FB5F538D4C87806C7D6CF022520/fulltext/pdf;  ; 
372;https://api.istex.fr/document/336A3D914F617C6312F77677737EEC1D9D6E39C3/fulltext/pdf;  ; 
373;https://api.istex.fr/document/8F4EC5872F601511223A0380D36E91FF2403DA03/fulltext/pdf;  ; 
374;https://api.istex.fr/document/D992AC3FCCB366C385C482B69C94D4F19325771C/fulltext/pdf;  ; 
375;https://api.istex.fr/document/3255747D699C368D1D46C11610360ACB46C77842/fulltext/pdf;  ; 
376;https://api.istex.fr/document/3BA524C7F22CC29FA005F02D5025B93263F713EC/fulltext/pdf;  ; 
377;https://api.istex.fr/document/B0E024B76BF320365877338B8C0015B054109B57/fulltext/pdf;  ; 
378;https://api.istex.fr/document/4D178918150FE87C33BEE0C82D7CEA470E9CF087/fulltext/pdf;  ; 
379;https://api.istex.fr/document/3F41181D9F3357962FB9F31996AA11479E817910/fulltext/pdf;  ; 
380;https://api.istex.fr/document/2924B1980271F1D41027C6B0F7B2CF08DD00E75F/fulltext/pdf;  ; 
381;https://api.istex.fr/document/14986FB6947E8F40260E25ED027C914CE30625FA/fulltext/pdf;  ; 
382;https://api.istex.fr/document/DF7E2ADB95EF66258C56AD1C18AE9FBA3A0A367E/fulltext/pdf;  ; 
383;https://api.istex.fr/document/C154823E515F249ED6695EEF7A419EF6542FF9AD/fulltext/pdf;  ; 
384;https://api.istex.fr/document/B3352F46053880E6F68C953E5EC5D9CDF2894FDE/fulltext/pdf;  ; 
385;https://api.istex.fr/document/BCF9958C016C6FF1BD47E94666F5E3D3B6334DC8/fulltext/pdf;  ; 
386;https://api.istex.fr/document/385614038A02885E50D5835A87DEBB927790CCBD/fulltext/pdf;  ; 
387;https://api.istex.fr/document/552965688E8CF204E88C0393547989CE747927DB/fulltext/pdf;  ; 
388;https://api.istex.fr/document/88DE7810EEA5BE2713FE6F94EB82B78E8EC0CBB0/fulltext/pdf;  ; 
389;https://api.istex.fr/document/8B023FA6AEBA44C8FC29C7B009F2F20DE4B2A128/fulltext/pdf;  ; 
390;https://api.istex.fr/document/2A387966DBF95B886CFDC1CD38064A4491A0A33C/fulltext/pdf;  ; 
391;https://api.istex.fr/document/CBF1D930B9A861F51079CE10FB23531523F8A931/fulltext/pdf;  ; 
392;https://api.istex.fr/document/7C542F8392DFC0D5ABE6617178AF72B350C7F398/fulltext/pdf;  ; 
393;https://api.istex.fr/document/18D1374D7A49A9EFF504017BAC77F023FE9A8A76/fulltext/pdf;  ; 
394;https://api.istex.fr/document/673D6E49EE77DA462E542476A48879DEB362BC3D/fulltext/pdf;  ; 
395;https://api.istex.fr/document/33ACC745379CA468D7E5B6CDF1ACC0836245A9E1/fulltext/pdf;  ; 
396;https://api.istex.fr/document/4A9C69EB38224B691C1AE52D4A5C903747B217B8/fulltext/pdf;  ; 
397;https://api.istex.fr/document/6AFA6B1160AA80C649BDD7079FAF44B589A42C21/fulltext/pdf;  ; 
398;https://api.istex.fr/document/7B0CA63BC7C7B27B92252F7191F855A452E26F4F/fulltext/pdf;  ; 
399;https://api.istex.fr/document/94865BB5DC93AE9EB4E9DF2280B5C74553E9B8D9/fulltext/pdf;  ; 
400;https://api.istex.fr/document/BD6D79D8023062D760FCA4A73F7B4BACFAA47F52/fulltext/pdf;  ; 
401;https://api.istex.fr/document/DDD8A5402D00B0152F9C6F3331B02046CD387D24/fulltext/pdf;  ; 
402;https://api.istex.fr/document/D988127A567C49B1E56F7C502B295B690C1DD451/fulltext/pdf;  ; 
403;https://api.istex.fr/document/410EDCD959DB19CC4B0D15C0AA0B70110A18749D/fulltext/pdf;  ; 
404;https://api.istex.fr/document/31E60C8BDF53697FC8FF58CB1C2D8C69E09CC8A4/fulltext/pdf;  ; 
405;https://api.istex.fr/document/FD39AD4FB45E96123FAEBB327D5E601EC2E08118/fulltext/pdf;  ; 
406;https://api.istex.fr/document/5E07134ECB139B6B21A67D70EA82A1D01FE1B2AF/fulltext/pdf;  ; 
407;https://api.istex.fr/document/520768F4C85D7BAC44716784A58DC6128FCCA997/fulltext/pdf;  ; 
408;https://api.istex.fr/document/44F2CA2E6C30634DE93CF10A5AC6FDFF2A110261/fulltext/pdf;  ; 
409;https://api.istex.fr/document/8B543F1E9937CC81B3FEF48F8E8E4F3FFED8F379/fulltext/pdf;  ; 
410;https://api.istex.fr/document/71F74329ECFE823DC5678AA9C6309D32F6584DCF/fulltext/pdf;  ; 
411;https://api.istex.fr/document/C071CDDAC4B32CC45472CE89B5D9618D5A60D98A/fulltext/pdf;  ; 
412;https://api.istex.fr/document/7CF2516DB7BD8CD6A6BB44B5183B8CDCFFAAC64B/fulltext/pdf;  ; 
413;https://api.istex.fr/document/0CF592EE60A266CCAFD74F43E666B046916F6990/fulltext/pdf;  ; 
414;https://api.istex.fr/document/333427671E59E9D567D16CF034509A72B0A8F3D0/fulltext/pdf;  ; 
415;https://api.istex.fr/document/AE9177234F2294A15CBADD8E47FD2B360705F648/fulltext/pdf;  ; 
416;https://api.istex.fr/document/8F82A09E76FA206950FDA0486D56203A32FC5D1E/fulltext/pdf;  ; 
417;https://api.istex.fr/document/07C2D402009232B73ABD909331070CE5E5F81011/fulltext/pdf;  ; 
418;https://api.istex.fr/document/21E5FCA9BC3C17CA0D765A402B08ED7812BE18B5/fulltext/pdf;  ; 
419;https://api.istex.fr/document/1953AABA855125634826CC34FF779AA42EFCB9C8/fulltext/pdf;  ; 
420;https://api.istex.fr/document/1DF21BEFC7FAED9B7DD92A90E0652A4CE6B3E504/fulltext/pdf;  ; 
421;https://api.istex.fr/document/B688478485F621E9ABEB1F3F1CCB86117510F549/fulltext/pdf;  ; 
422;https://api.istex.fr/document/C38F68CA1D77B16D6C425EB702A4ABA755F82075/fulltext/pdf;  ; 
423;https://api.istex.fr/document/B85BC924B017CAE0D1026770A407038B6674190B/fulltext/pdf;  ; 
424;https://api.istex.fr/document/C787EB6F6F35EDB696BEE525D37631C53F93CEAF/fulltext/pdf;  ; 
425;https://api.istex.fr/document/6BC64E7EA257E2F95930DFF734EB54B6653BACBD/fulltext/pdf;  ; 
426;https://api.istex.fr/document/2B16C67E84CB6C84016CE8E5B18BE965CBFE7C28/fulltext/pdf;  ; 
427;https://api.istex.fr/document/F64539297CBE34787636CC432B91D059BEE9AF2C/fulltext/pdf;  ; 
428;https://api.istex.fr/document/A9DB3DFF07DFC3590C8CAE5E77C4593F2E593AFF/fulltext/pdf;  ; 
429;https://api.istex.fr/document/351D49CDF7512C136E833B30DCD32E1F5681EBDF/fulltext/pdf;  ; 
430;https://api.istex.fr/document/5107EFA97D5727D69514BD14775CD67AECC20CB7/fulltext/pdf;  ; 
431;https://api.istex.fr/document/3062D2AC5E4E771D1BC84ABD585A7B393CAE22E1/fulltext/pdf;  ; 
432;https://api.istex.fr/document/3BB9B6B7B2BAEE2CBDAEBDB226DB540CF149B763/fulltext/pdf;  ; 
433;https://api.istex.fr/document/5BC3C731D44290C86B255D3B75362DC87CB96106/fulltext/pdf;  ; 
434;https://api.istex.fr/document/C71FD05AA2311A810D4CD276CCCC45E002613400/fulltext/pdf;  ; 
435;https://api.istex.fr/document/64E9F29B8B98CBB94F14B3511D77A5B42B27F142/fulltext/pdf;  ; 
436;https://api.istex.fr/document/29FA355C2AD5E3A7E8A9B6B82317E6B80A811A08/fulltext/pdf;  ; 
437;https://api.istex.fr/document/4A6C3BC0E071CACD6EE67814B836E9B62FA3ED3A/fulltext/pdf;  ; 
438;https://api.istex.fr/document/87D895CF2EC7C7E6E2B534F6B6044CD9E667AC66/fulltext/pdf;  ; 
439;https://api.istex.fr/document/577AB0D011C492EF49BB367B3210C8CF01F746EB/fulltext/pdf;  ; 
440;https://api.istex.fr/document/02320F625D7CB1690CB03E72C4F0BEF63A0DEEAD/fulltext/pdf;  ; 
441;https://api.istex.fr/document/014BC62C4AC94AC26867E522665B1484DD086F86/fulltext/pdf;  ; 
442;https://api.istex.fr/document/8B29EAB7D706C3ED5EB8BFAD992A17DB0E9C8202/fulltext/pdf;  ; 
443;https://api.istex.fr/document/29A6F923A934BF662833F80481BFA0989EAD78F1/fulltext/pdf;  ; 
444;https://api.istex.fr/document/847F46E50F2AB842E42AFF2568616F85081BC87C/fulltext/pdf;  ; 
445;https://api.istex.fr/document/D006DE22932E901DB0A20AB9F2FE02713B283C53/fulltext/pdf;  ; 
446;https://api.istex.fr/document/93898BE3C86AF32A6EA0519FE28E2A42AB7620FF/fulltext/pdf;  ; 
447;https://api.istex.fr/document/1E8D8E08C11CA715A1F22DFCA8DFDDE60EA79B3C/fulltext/pdf;  ; 
448;https://api.istex.fr/document/5FD737FF78FB9504FFC6C1FE3AFC91E5C982BBB2/fulltext/pdf;  ; 
449;https://api.istex.fr/document/B024253604AE5687B7DFC79B56726FA2506738ED/fulltext/pdf;  ; 
450;https://api.istex.fr/document/57DB87EDF79DCD276AEDE8B1015923CA5CCC8B86/fulltext/pdf;  ; 
451;https://api.istex.fr/document/AF02814D497D7B93B3D143E6A43ECEE0F56AA0E9/fulltext/pdf;  ; 
452;https://api.istex.fr/document/1255A0CA858699D96388A522E2AD003A5986F867/fulltext/pdf;  ; 
453;https://api.istex.fr/document/0F1B1287302801618E4A350035D3AE317A8D3711/fulltext/pdf;  ; 
454;https://api.istex.fr/document/C77A9F82E27228D14CBBBF20169F72A2FA226AA1/fulltext/pdf;  ; 
455;https://api.istex.fr/document/0659F5342780451B9560978FDE832C516D12CA00/fulltext/pdf;  ; 
456;https://api.istex.fr/document/D161DC1703115C5E0A13F7137E5DC0FDF8237E5F/fulltext/pdf;  ; 
457;https://api.istex.fr/document/059684682F0B79F2F6E3DE68F2754934C9D1C079/fulltext/pdf;  ; 
458;https://api.istex.fr/document/899763191F390DF2B8AD8EE6B531F9F675F3D014/fulltext/pdf;  ; 
459;https://api.istex.fr/document/55EC987930D17F90A8AD4674A82701F970EA8860/fulltext/pdf;  ; 
460;https://api.istex.fr/document/AB13252797FFF33AD0C091B6382F242418274C91/fulltext/pdf;  ; 
461;https://api.istex.fr/document/E555E4F14A3D44DFE155E7DD909E6FC760C9A38D/fulltext/pdf;  ; 
462;https://api.istex.fr/document/2115DC7DA79314A2C98B0594B6B11C8F7E4A0729/fulltext/pdf;  ; 
463;https://api.istex.fr/document/956E41DB6EE8A31E92DD2F3E86C8F38F5CBFA089/fulltext/pdf;  ; 
464;https://api.istex.fr/document/42C26A15CC88AD785578852FD0CA195DBAF5DDC9/fulltext/pdf;  ; 
465;https://api.istex.fr/document/923FD5E28E2AB627B3C4ACCBE1225F77343CFB0E/fulltext/pdf;  ; 
466;https://api.istex.fr/document/D6624FBD67D5DF71264F48A1B2A1E59ED532CC69/fulltext/pdf;  ; 
467;https://api.istex.fr/document/970092429DB8447738D44720F8C45A4CD7BE3B26/fulltext/pdf;  ; 
468;https://api.istex.fr/document/8DA151255455CDED96C7E165AF3DB37F4598A29C/fulltext/pdf;  ; 
469;https://api.istex.fr/document/97195C034CB8C9E0AF16F6817C22E4ACC9418639/fulltext/pdf;  ; 
470;https://api.istex.fr/document/52A910E2A6E1D151DD69E680365E6CE4799729A3/fulltext/pdf;  ; 
471;https://api.istex.fr/document/D31CF110E660EFA8364295723B22D24EF823831A/fulltext/pdf;  ; 
472;https://api.istex.fr/document/B8105606CB7B30E0B1E9253C08E4B2F753D43F4A/fulltext/pdf;  ; 
473;https://api.istex.fr/document/FC3203772D54457F3CCC05912EE8622C9C2A2194/fulltext/pdf;  ; 
474;https://api.istex.fr/document/CA41312967F5CA6A48BD48B017BBA23A7768FDAB/fulltext/pdf;  ; 
475;https://api.istex.fr/document/DF29BF018C098BB65832D8335281C944C7B00AA4/fulltext/pdf;  ; 
476;https://api.istex.fr/document/880325F0A50BA97CF24F2BF802152DC73B816F58/fulltext/pdf;  ; 
477;https://api.istex.fr/document/3E6148CD8AF718C6AD86D019DE35028C5BD32C1A/fulltext/pdf;  ; 
478;https://api.istex.fr/document/A6F49F58CEB41BFE915FC05C5BE0A94BED5E45F1/fulltext/pdf;  ; 
479;https://api.istex.fr/document/0507867006D4067F41D0A00B39A6E45B4808CE1F/fulltext/pdf;  ; 
480;https://api.istex.fr/document/7C567BE2D28181D0E537818B562223506E7DD053/fulltext/pdf;  ; 
481;https://api.istex.fr/document/171D14C12CDE5AFDD32D325DCF8BF0C4CED89227/fulltext/pdf;  ; 
482;https://api.istex.fr/document/A63370FF6720A5B592434986BC05465B14EBA98E/fulltext/pdf;  ; 
483;https://api.istex.fr/document/37FBECB8867FAC5C0874F203EC1B4728C8789D12/fulltext/pdf;  ; 
484;https://api.istex.fr/document/8B5F9C2F2863B8A3D44D8750E94CE3566DDA3B3C/fulltext/pdf;  ; 
485;https://api.istex.fr/document/D8A4BA135C2B57FBEAA4A6A15269FD1747108C63/fulltext/pdf;  ; 
486;https://api.istex.fr/document/17A4B0C7ED584263F983CC758FF7100DE90E58D5/fulltext/pdf;  ; 
487;https://api.istex.fr/document/4C3A1E908D5E48E9B304C1D86C993766E2D12EB5/fulltext/pdf;  ; 
488;https://api.istex.fr/document/0D79640EDC9E1E75C0B47D708C1320B53685E0CA/fulltext/pdf;  ; 
489;https://api.istex.fr/document/8F2F4941B7E29474FCC2614AFA063E99F046FFD3/fulltext/pdf;  ; 
490;https://api.istex.fr/document/1BEED67D0A2C445623013DF8DADDBF297B691FA7/fulltext/pdf;  ; 
491;https://api.istex.fr/document/32941A1C2336AD0C2FBCBE5B950D815C5093E195/fulltext/pdf;  ; 
492;https://api.istex.fr/document/F641FC9E1EC4D78905A6293A7593552E37A13F31/fulltext/pdf;  ; 
493;https://api.istex.fr/document/CE39E1A42B0C415B3106AEFA03F54540E30F9E49/fulltext/pdf;  ; 
494;https://api.istex.fr/document/F99F08330400EEAC5BCD012B82930BEDF7A35A55/fulltext/pdf;  ; 
495;https://api.istex.fr/document/1839D4DF7C2145AF24F0FB8C7BF17F6EF3ACEB71/fulltext/pdf;  ; 
